0.0799,0.1679,0.0881,0.08,0.2239,0.144,0.104,0.48,0.376,0.0801,0.3694,0.2893,0.0789,0.2477,0.1688,0.063,0.1839,0.1209,0.079,0.2161,0.1371,0.071,0.1753,0.1043,0.0799
0.0892,0.1523,0.063,0.0799,0.224,0.1441,0.0723,0.3197,0.2475,0.0879,0.272,0.1841,0.0959,0.2971,0.2012,0.063,0.184,0.121,0.0714,0.1759,0.1044,0.079,0.1844,0.1054,0.0706
0.0866,0.1987,0.1121,0.0967,0.233,0.1362,0.0795,0.2956,0.2161,0.1041,0.3117,0.2075,0.1037,0.2797,0.176,0.0643,0.1841,0.1198,0.0879,0.1839,0.0961,0.0963,0.1936,0.0972,0.0871
0.0718,0.1519,0.0801,0.104,0.2492,0.1452,0.087,0.2561,0.1691,0.0867,0.2958,0.209,0.103,0.2395,0.1365,0.0639,0.1596,0.0958,0.0882,0.2013,0.1131,0.039,0.1586,0.1196,0.0879
0.0723,0.1615,0.0892,0.1032,0.2387,0.1355,0.0721,0.2572,0.1851,0.0632,0.2799,0.2167,0.1033,0.2469,0.1436,0.0638,0.1768,0.113,0.0791,0.1761,0.0971,0.0795,0.1684,0.0889,0.0784
0.0705,0.1264,0.0559,0.104,0.2572,0.1533,0.0788,0.2637,0.1849,0.0875,0.2804,0.1929,0.1112,0.3197,0.2084,0.063,0.1594,0.0964,0.0879,0.1769,0.089,0.0551,0.1841,0.129,0.0787
0.0794,0.2083,0.129,0.1029,0.2467,0.1437,0.0966,0.3133,0.2167,0.0793,0.3276,0.2483,0.1036,0.2711,0.1675,0.0642,0.1612,0.097,0.0794,0.1598,0.0804,0.0713,0.1763,0.1051,0.0868
0.079,0.168,0.089,0.111,0.2709,0.1598,0.096,0.2801,0.1841,0.072,0.2572,0.1853,0.0953,0.2399,0.1446,0.0628,0.199,0.1361,0.0723,0.241,0.1687,0.0711,0.1751,0.1041,0.0722
0.07,0.207,0.137,0.1035,0.24,0.1365,0.0872,0.2878,0.2006,0.0877,0.336,0.2484,0.0874,0.2393,0.1519,0.0718,0.2242,0.1524,0.064,0.249,0.185,0.0707,0.1838,0.1132,0.0871
0.087,0.1916,0.1046,0.0796,0.2165,0.1369,0.1111,0.3518,0.2407,0.0876,0.3109,0.2233,0.0881,0.2879,0.1999,0.064,0.2242,0.1602,0.0642,0.2081,0.1438,0.0723,0.1932,0.1209,0.0707
0.1441,0.1442,0.0001,0.0878,0.2399,0.1522,0.0798,0.2798,0.2,0.08,0.256,0.1761,0.112,0.5132,0.4012,0.0552,0.167,0.1118,0.0722,0.1851,0.1129,0.063,0.1751,0.1121,0.0877
0.0708,0.1279,0.0571,0.0793,0.232,0.1527,0.071,0.296,0.225,0.087,0.3433,0.2563,0.096,0.2968,0.2008,0.071,0.192,0.1211,0.0632,0.152,0.0889,0.0709,0.1841,0.1132,0.0866
0.0869,0.1588,0.0719,0.0963,0.241,0.1446,0.0628,0.2799,0.2171,0.0792,0.3198,0.2406,0.1032,0.4317,0.3285,0.0638,0.1687,0.1049,0.0706,0.1358,0.0652,0.0789,0.2069,0.128,0.0719
