0.1032,0.2327,0.1296,0.1032,0.2821,0.179,0.1009,0.4453,0.3444,0.0956,0.3602,0.2646,0.0952,0.2074,0.1121,0.0715,0.1915,0.12,0.0799,0.28,0.2001,0.0799,0.2,0.1201,0.0799
0.0883,0.2335,0.1452,0.1191,0.3026,0.1835,0.1118,0.3611,0.2493,0.0791,0.296,0.2169,0.1112,0.2557,0.1445,0.0632,0.1759,0.1127,0.0952,0.2324,0.1372,0.063,0.183,0.1201,0.0799
0.109,0.2618,0.1529,0.1092,0.2822,0.173,0.1079,0.4553,0.3475,0.0894,0.3081,0.2187,0.105,0.3275,0.2224,0.0705,0.17,0.0995,0.0839,0.2603,0.1764,0.0809,0.1817,0.1008,0.0679
0.1048,0.1483,0.0435,0.1072,0.249,0.1418,0.1079,0.3827,0.2748,0.0804,0.3707,0.2903,0.1052,0.2366,0.1314,0.0719,0.1628,0.0909,0.0988,0.1865,0.0876,0.1089,0.1832,0.0743,0.0822
0.105,0.1606,0.0555,0.0912,0.2477,0.1565,0.1086,0.4142,0.3056,0.0821,0.3573,0.2752,0.0932,0.1706,0.0774,0.0849,0.1558,0.0709,0.0938,0.1595,0.0657,0.0947,0.1888,0.0941,0.0904
0.1038,0.1195,0.0157,0.1037,0.32,0.2163,0.0953,0.3292,0.2339,0.0947,0.3512,0.2565,0.1273,0.1841,0.0568,0.0871,0.1444,0.0574,0.1029,0.1756,0.0727,0.0707,0.1847,0.114,0.0703
0.1116,0.1922,0.0806,0.1195,0.3118,0.1924,0.0951,0.3128,0.2176,0.1027,0.3424,0.2396,0.0963,0.1599,0.0636,0.0878,0.1377,0.0499,0.1108,0.1512,0.0404,0.0629,0.183,0.1202,0.0638
0.108,0.1869,0.0789,0.1054,0.2722,0.1668,0.1158,0.695,0.5792,0.1036,0.7717,0.6681,0.1325,0.3013,0.1688,0.098,0.1885,0.0905,0.0846,0.1717,0.0871,0.0672,0.1885,0.1213,0.0575
0.1026,0.2289,0.1263,0.1079,0.3891,0.2812,0.0993,0.4682,0.369,0.1046,0.3632,0.2586,0.0938,0.1505,0.0567,0.0814,0.1451,0.0637,0.0988,0.2182,0.1193,0.0593,0.1891,0.1298,0.0767
0.1107,0.3137,0.203,0.1224,0.3299,0.2076,0.1122,0.3628,0.2505,0.1015,0.3687,0.2672,0.1014,0.1522,0.0508,0.0864,0.1577,0.0713,0.0997,0.1975,0.0977,0.0684,0.1815,0.113,0.0816
0.1201,0.2399,0.1199,0.1201,0.3293,0.2092,0.1115,0.3479,0.2364,0.0733,0.3249,0.2515,0.0968,0.2192,0.1224,0.0983,0.1439,0.0456,0.1237,0.2163,0.0926,0.0805,0.1975,0.1171,0.076
0.1193,0.2328,0.1134,0.1031,0.3199,0.2167,0.0953,0.3041,0.2088,0.0866,0.3427,0.2561,0.1206,0.2,0.0794,0.1049,0.1051,0.0001,0.095,0.2397,0.1447,0.0714,0.1922,0.1208,0.071
0.1039,0.184,0.0802,0.1118,0.3365,0.2247,0.1033,0.3038,0.2006,0.1109,0.3678,0.2569,0.1112,0.176,0.0648,0.1288,0.1291,0.0003,0.086,0.1663,0.0803,0.0884,0.201,0.1126,0.0711
0.1118,0.2401,0.1283,0.1112,0.3127,0.2015,0.1189,0.3183,0.1994,0.0886,0.305,0.2164,0.1034,0.2877,0.1843,0.0879,0.1691,0.0812,0.0863,0.2223,0.136,0.0477,0.1677,0.12,0.0799
0.1034,0.3592,0.2558,0.0803,0.2167,0.1365,0.0876,0.2638,0.1762,0.0876,0.2175,0.1299,0.094
0.1362,0.2333,0.0971,0.1112,0.3276,0.2165,0.0952,0.399,0.3038,0.1287,0.3601,0.2314,0.1125,0.2005,0.088,0.0956,0.1996,0.104,0.1125,0.2822,0.1697,0.1023,0.2148,0.1125,0.1114
0.1041,0.1609,0.0568,0.0869,0.2713,0.1844,0.0798,0.2486,0.1688,0.0873,0.3518,0.2644,0.0957,0.1678,0.0721,0.0879,0.1197,0.0319,0.1122,0.2245,0.1123,0.0476,0.1683,0.1207,0.0954
0.1077,0.2781,0.1704,0.0989,0.3226,0.2237,0.1284,0.4711,0.3427,0.1368,0.4984,0.3616,0.0976,0.3217,0.2241,0.11,0.1753,0.0653,0.1034,0.262,0.1586,0.0903,0.1797,0.0894,0.0858
0.1042,0.1864,0.0822,0.0898,0.2864,0.1967,0.084,0.4003,0.3163,0.1071,0.3914,0.2843,0.1176,0.2427,0.1251,0.0963,0.1711,0.0748,0.1169,0.199,0.0821,0.0987,0.1746,0.0759,0.0912
0.0981,0.2177,0.1197,0.0875,0.2957,0.2082,0.0915,0.4788,0.3873,0.0853,0.3455,0.2602,0.1211,0.2352,0.1141,0.0974,0.1661,0.0687,0.0947,0.2503,0.1556,0.1136,0.1748,0.0611,0.0919
0.0705,0.1439,0.0733,0.087,0.2721,0.1851,0.079,0.2877,0.2087,0.0789,0.3268,0.2479,0.0803,0.2321,0.1518,0.0963,0.1535,0.0572,0.0869,0.1836,0.0967,0.0631,0.1837,0.1206,0.0551
0.1357,0.1911,0.0555,0.1127,0.456,0.3433,0.1525,0.5688,0.4163,0.1116,0.4083,0.2966,0.1353,0.311,0.1757,0.128,0.2647,0.1367,0.0951,0.3284,0.2333,0.1112,0.2947,0.1835,0.1119
0.1278,0.2399,0.112,0.1447,0.3855,0.2408,0.1192,0.3676,0.2484,0.1274,0.4235,0.2961,0.1281,0.2488,0.1207,0.1111,0.1755,0.0644,0.1194,0.2321,0.1127,0.1117,0.2309,0.1192,0.1201
0.1277,0.3359,0.2082,0.1037,0.424,0.3203,0.0802,0.3927,0.3125,0.1036,0.3679,0.2644,0.1436,0.3118,0.1683,0.1115,0.232,0.1205,0.1113,0.2165,0.1052,0.1111,0.2307,0.1196,0.1205
0.1283,0.2572,0.1289,0.1354,0.4153,0.28,0.1119,0.6008,0.489,0.0953,0.3832,0.288,0.136,0.6404,0.5044,0.119,0.1668,0.0478,0.16,0.2561,0.0961,0.1039,0.2412,0.1373,0.0871
0.1195,0.2787,0.1593,0.1281,0.3441,0.216,0.1203,0.4479,0.3277,0.0965,0.336,0.2395,0.12,0.2334,0.1134,0.1348,0.1995,0.0647,0.1195,0.368,0.2485,0.0954,0.2082,0.1128,0.0952
0.1201,0.2008,0.0807,0.1109,0.3598,0.2489,0.0868,0.2723,0.1855,0.0788,0.3116,0.2328,0.1356,0.2882,0.1526,0.1113,0.1431,0.0319,0.1276,0.2156,0.088,0.072,0.2007,0.1287,0.112
0.1349,0.2158,0.0808,0.1191,0.3443,0.2252,0.1107,0.2956,0.1849,0.1036,0.3204,0.2167,0.1428,0.368,0.2251,0.1265,0.2225,0.096,0.12,0.273,0.153,0.0875,0.2484,0.1609,0.0947
0.1033,0.1602,0.0568,0.0948,0.2628,0.1679,0.0966,0.2804,0.1838,0.0794,0.2795,0.2,0.1202,0.5441,0.4239,0.0722,0.2328,0.1606,0.1357,0.9591,0.8234,0.0643,0.2008,0.1365,0.0872
0.1113,0.2079,0.0966,0.1276,0.3603,0.2326,0.1029,0.3189,0.2161,0.1118,0.3529,0.2411,0.1751,0.415,0.2399,0.1602,0.2244,0.0642,0.1201,0.3763,0.2562,0.0957,0.2234,0.1277,0.0958
0.1121,0.2888,0.1767,0.1435,0.4081,0.2646,0.135,0.3828,0.2478,0.1118,0.4096,0.2977,0.1504,0.295,0.1446,0.112,0.2164,0.1044,0.1116,0.2717,0.1601,0.0474,0.2235,0.1761,0.1043
0.1285,0.2486,0.1201,0.1442,0.4169,0.2727,0.1272,0.3675,0.2403,0.0958,0.3676,0.2718,0.1436,0.4007,0.2571,0.1432,0.1922,0.049,0.1274,0.3288,0.2014,0.0699,0.1984,0.1285,0.1117
0.1273,0.272,0.1447,0.1194,0.3194,0.2,0.1285,0.385,0.2565,0.1113,0.375,0.2637,0.1519,0.2647,0.1128,0.1114,0.1915,0.08,0.12,0.2158,0.0958,0.1119,0.248,0.1361,0.1041
0.1274,0.3031,0.1757,0.1201,0.3762,0.256,0.1439,0.4003,0.2565,0.096,0.3436,0.2476,0.1358,0.3357,0.1999,0.1119,0.1695,0.0576,0.127,0.2314,0.1044,0.1032,0.2874,0.1841,0.1123
0.0985,0.2265,0.128,0.1362,0.3284,0.1922,0.128,0.3199,0.1918,0.0957,0.3605,0.2648,0.1198,0.2963,0.1766,0.1031,0.1033,0.0003,0.1202,0.2168,0.0966,0.0788,0.2069,0.1281,0.0719
0.1357,0.2231,0.0875,0.128,0.329,0.201,0.1193,0.36,0.2407,0.0709,0.3518,0.2809,0.1109,0.343,0.2321,0.1455,0.1459,0.0004,0.1345,0.2226,0.0881,0.0719,0.2078,0.1359,0.0717
0.103,0.2387,0.1357,0.1279,0.3285,0.2005,0.1277,0.3126,0.1849,0.0952,0.3196,0.2244,0.1282,0.2795,0.1513,0.1369,0.1371,0.0002,0.127,0.4957,0.3688,0.0793,0.1829,0.1036,0.0965
